"n_tango_id","s_rirekiymd","d_eikyoudo_age","d_eikyoudo_sage","n_update_cnt"
1,"20200729",0,0,145
2,"20200729",0,0,131
3,"20200729",0,0,36
4,"20200729",0,0,2245
5,"20200729",0,0,45
6,"20200729",0,0,44
7,"20200729",0,0,50
8,"20200729",0,0,139
9,"20200729",0,0,199
10,"20200729",0,0,1751
11,"20200729",0,0,2
12,"20200729",0,0,5
13,"20200729",0,0,304
14,"20200729",0,0,487
15,"20200729",0,0,145
16,"20200729",0,0,335
17,"20200729",0,0,2
18,"20200729",0,0,70
19,"20200729",0,0,10
20,"20200729",0,0,10
21,"20200729",0,0,4
22,"20200729",0,0,2
23,"20200729",0,0,11
24,"20200729",0,0,50
25,"20200729",0,0,140
26,"20200729",0,0,32
27,"20200729",0,0,5
28,"20200729",0,0,106
29,"20200729",0,0,101
30,"20200729",0,0,2
31,"20200729",0,0,5
32,"20200729",0,0,9
33,"20200729",0,0,29
34,"20200729",0,0,3
35,"20200729",0,0,2
36,"20200729",0,0,182
37,"20200729",0,0,25
38,"20200729",0,0,25
39,"20200729",0,0,126
40,"20200729",0,0,2
41,"20200729",0,0,37
42,"20200729",0,0,12
43,"20200729",0,0,2
44,"20200729",0,0,6
45,"20200729",0,0,132
46,"20200729",0,0,211
47,"20200729",0,0,2
48,"20200729",0,0,254
49,"20200729",0,0,10
50,"20200729",0,0,89
51,"20200729",0,0,2
52,"20200729",0,0,8
53,"20200729",0,0,9
54,"20200729",0,0,14
55,"20200729",0,0,2
56,"20200729",0,0,2
57,"20200729",0,0,237
58,"20200729",0,0,3
59,"20200729",0,0,323
60,"20200729",0,0,378
61,"20200729",0,0,3
62,"20200729",0,0,23
63,"20200729",0,0,336
64,"20200729",0,0,2
65,"20200729",0,0,11
66,"20200729",0,0,216
67,"20200729",0,0,26
68,"20200729",0,0,2
69,"20200729",0,0,173
70,"20200729",0,0,53
71,"20200729",0,0,36
72,"20200729",0,0,2
73,"20200729",0,0,60
74,"20200729",0,0,2
75,"20200729",0,0,80
76,"20200729",0,0,22
77,"20200729",0,0,9
78,"20200729",0,0,92
79,"20200729",0,0,53
80,"20200729",0,0,24
81,"20200729",0,0,5
82,"20200729",0,0,16
83,"20200729",0,0,18
84,"20200729",0,0,12
85,"20200729",0,0,7
86,"20200729",0,0,148
87,"20200729",0,0,7
88,"20200729",0,0,57
89,"20200729",0,0,17
90,"20200729",0,0,535
91,"20200729",0,0,84
92,"20200729",0,0,30
93,"20200729",0,0,731
94,"20200729",0,0,10
95,"20200729",0,0,5
96,"20200729",0,0,268
97,"20200729",0,0,5
98,"20200729",0,0,292
99,"20200729",0,0,7
100,"20200729",0,0,6
101,"20200729",0,0,303
102,"20200729",0,0,5
103,"20200729",0,0,10
104,"20200729",0,0,64
105,"20200729",0,0,5
106,"20200729",0,0,38
107,"20200729",0,0,25
108,"20200729",0,0,3
109,"20200729",0,0,3
110,"20200729",0,0,13
111,"20200729",0,0,7
112,"20200729",0,0,3
113,"20200729",0,0,1
114,"20200729",0,0,1
115,"20200729",0,0,28
116,"20200729",0,0,1
117,"20200729",0,0,213
118,"20200729",0,0,2
119,"20200729",0,0,2
120,"20200729",0,0,26
121,"20200729",0,0,18
122,"20200729",0,0,1
123,"20200729",0,0,1
124,"20200729",0,0,5
125,"20200729",0,0,2
126,"20200729",0,0,2
127,"20200729",0,0,5
128,"20200729",0,0,5
129,"20200729",0,0,5
130,"20200729",0,0,8
131,"20200729",0,0,2
132,"20200729",0,0,30
133,"20200729",0,0,3
134,"20200729",0,0,5
135,"20200729",0,0,15
136,"20200729",0,0,2
137,"20200729",0,0,141
138,"20200729",0,0,2
139,"20200729",0,0,57
140,"20200729",0,0,7
141,"20200729",0,0,13
142,"20200729",0,0,6
143,"20200729",0,0,75
144,"20200729",0,0,13
145,"20200729",0,0,2
146,"20200729",0,0,4
147,"20200729",0,0,4
148,"20200729",0,0,27
149,"20200729",0,0,2
150,"20200729",0,0,2
151,"20200729",0,0,7
152,"20200729",0,0,101
153,"20200729",0,0,6
154,"20200729",0,0,64
155,"20200729",0,0,37
156,"20200729",0,0,2
157,"20200729",0,0,2
158,"20200729",0,0,2
159,"20200729",0,0,2
160,"20200729",0,0,2
161,"20200729",0,0,4
162,"20200729",0,0,5
163,"20200729",0,0,2
164,"20200729",0,0,8
165,"20200729",0,0,5
166,"20200729",0,0,8
167,"20200729",0,0,5
168,"20200729",0,0,5
169,"20200729",0,0,5
170,"20200729",0,0,5
171,"20200729",0,0,5
172,"20200729",0,0,5
173,"20200729",0,0,5
174,"20200729",0,0,5
175,"20200729",0,0,8
176,"20200729",0,0,2
177,"20200729",0,0,2
178,"20200729",0,0,2
179,"20200729",0,0,5
180,"20200729",0,0,5
181,"20200729",0,0,89
182,"20200729",0,0,11
183,"20200729",0,0,6
184,"20200729",0,0,5
185,"20200729",0,0,278
186,"20200729",0,0,2
187,"20200729",0,0,2
188,"20200729",0,0,19
189,"20200729",0,0,173
190,"20200729",0,0,2
191,"20200729",0,0,2
192,"20200729",0,0,4
193,"20200729",0,0,5
194,"20200729",0,0,3
195,"20200729",0,0,2
196,"20200729",0,0,2
197,"20200729",0,0,2
198,"20200729",0,0,2
199,"20200729",0,0,6
200,"20200729",0,0,12
201,"20200729",0,0,2
202,"20200729",0,0,3
203,"20200729",0,0,19
204,"20200729",0,0,16
205,"20200729",0,0,3
206,"20200729",0,0,8
207,"20200729",0,0,4
208,"20200729",0,0,66
209,"20200729",0,0,35
210,"20200729",0,0,3
211,"20200729",0,0,5
212,"20200729",0,0,6
213,"20200729",0,0,8
214,"20200729",0,0,10
215,"20200729",0,0,3
216,"20200729",0,0,2
217,"20200729",0,0,22
218,"20200729",0,0,6
219,"20200729",0,0,12
220,"20200729",0,0,12
221,"20200729",0,0,11
222,"20200729",0,0,24
223,"20200729",0,0,5
224,"20200729",0,0,5
225,"20200729",0,0,13
226,"20200729",0,0,1
227,"20200729",0,0,2
228,"20200729",0,0,10
229,"20200729",0,0,7
230,"20200729",0,0,1
231,"20200729",0,0,1
232,"20200729",0,0,2
233,"20200729",0,0,5
234,"20200729",0,0,8
235,"20200729",0,0,1
236,"20200729",0,0,1
237,"20200729",0,0,6
238,"20200729",0,0,3
239,"20200729",0,0,1
240,"20200729",0,0,4
241,"20200729",0,0,3
242,"20200729",0,0,1
243,"20200729",0,0,1
244,"20200729",0,0,2
245,"20200729",0,0,2
246,"20200729",0,0,4
247,"20200729",0,0,8
248,"20200729",0,0,2
249,"20200729",0,0,3
250,"20200729",0,0,1
251,"20200729",0,0,1
252,"20200729",0,0,12
253,"20200729",0,0,1
254,"20200729",0,0,3
255,"20200729",0,0,2
256,"20200729",0,0,3
257,"20200729",0,0,2
258,"20200729",0,0,1
259,"20200729",0,0,1
260,"20200729",0,0,8
261,"20200729",0,0,2
262,"20200729",0,0,1
263,"20200729",0,0,1
264,"20200729",0,0,1
265,"20200729",0,0,4
266,"20200729",0,0,1
267,"20200729",0,0,96
268,"20200729",0,0,4
269,"20200729",0,0,1
270,"20200729",0,0,1
271,"20200729",0,0,3
272,"20200729",0,0,1
273,"20200729",0,0,97
274,"20200729",0,0,1
275,"20200729",0,0,5
276,"20200729",0,0,0
277,"20200729",0,0,0
278,"20200729",0,0,0
279,"20200729",0,0,18
280,"20200729",0,0,3
281,"20200729",0,0,8
282,"20200729",0,0,2
283,"20200729",0,0,2
284,"20200729",0,0,4
285,"20200729",0,0,16
286,"20200729",0,0,2
287,"20200729",0,0,2
288,"20200729",0,0,5
289,"20200729",0,0,2
290,"20200729",0,0,55
291,"20200729",0,0,2
292,"20200729",0,0,2
293,"20200729",0,0,2
294,"20200729",0,0,4
295,"20200729",0,0,2
296,"20200729",0,0,42
297,"20200729",0,0,4
298,"20200729",0,0,5
299,"20200729",0,0,16
300,"20200729",0,0,80
301,"20200729",0,0,2
302,"20200729",0,0,3
303,"20200729",0,0,2
304,"20200729",0,0,61
305,"20200729",0,0,3
306,"20200729",0,0,8
307,"20200729",0,0,33
308,"20200729",0,0,2
309,"20200729",0,0,3
310,"20200729",0,0,2
311,"20200729",0,0,2
312,"20200729",0,0,7
313,"20200729",0,0,2
314,"20200729",0,0,2
315,"20200729",0,0,11
316,"20200729",0,0,17
317,"20200729",0,0,4
318,"20200729",0,0,29
319,"20200729",0,0,2
320,"20200729",0,0,2
321,"20200729",0,0,2
322,"20200729",0,0,2
323,"20200729",0,0,276
324,"20200729",0,0,2
325,"20200729",0,0,2
326,"20200729",0,0,2
327,"20200729",0,0,2
328,"20200729",0,0,2
329,"20200729",0,0,2
330,"20200729",0,0,2
331,"20200729",0,0,14
332,"20200729",0,0,2
333,"20200729",0,0,2
334,"20200729",0,0,2
335,"20200729",0,0,2
336,"20200729",0,0,2
337,"20200729",0,0,2
338,"20200729",0,0,2
339,"20200729",0,0,2
340,"20200729",0,0,2
341,"20200729",0,0,1
342,"20200729",0,0,7
343,"20200729",0,0,3
344,"20200729",0,0,1
345,"20200729",0,0,2
346,"20200729",0,0,3
347,"20200729",0,0,1
348,"20200729",0,0,1
349,"20200729",0,0,16
350,"20200729",0,0,1
351,"20200729",0,0,8
352,"20200729",0,0,1
353,"20200729",0,0,24
354,"20200729",0,0,1
355,"20200729",0,0,10
356,"20200729",0,0,1
357,"20200729",0,0,2
358,"20200729",0,0,2
359,"20200729",0,0,2
360,"20200729",0,0,2
361,"20200729",0,0,2
362,"20200729",0,0,2
363,"20200729",0,0,2
364,"20200729",0,0,5
365,"20200729",0,0,2
366,"20200729",0,0,7
367,"20200729",0,0,44
368,"20200729",0,0,24
369,"20200729",0,0,64
370,"20200729",0,0,2
371,"20200729",0,0,2
372,"20200729",0,0,2
373,"20200729",0,0,5
374,"20200729",0,0,2
375,"20200729",0,0,2
376,"20200729",0,0,12
377,"20200729",0,0,3
378,"20200729",0,0,2
379,"20200729",0,0,2
380,"20200729",0,0,8
381,"20200729",0,0,2
382,"20200729",0,0,10
383,"20200729",0,0,2
384,"20200729",0,0,3
385,"20200729",0,0,2
386,"20200729",0,0,2
387,"20200729",0,0,2
388,"20200729",0,0,2
389,"20200729",0,0,2
390,"20200729",0,0,2
391,"20200729",0,0,4
392,"20200729",0,0,2
393,"20200729",0,0,8
394,"20200729",0,0,5
395,"20200729",0,0,2
396,"20200729",0,0,7
397,"20200729",0,0,2
398,"20200729",0,0,5
399,"20200729",0,0,2
400,"20200729",0,0,2
401,"20200729",0,0,2
402,"20200729",0,0,2
403,"20200729",0,0,2
404,"20200729",0,0,89
405,"20200729",0,0,3
406,"20200729",0,0,2
407,"20200729",0,0,2
408,"20200729",0,0,5
409,"20200729",0,0,2
410,"20200729",0,0,90
411,"20200729",0,0,2
412,"20200729",0,0,2
413,"20200729",0,0,2
414,"20200729",0,0,2
415,"20200729",0,0,2
416,"20200729",0,0,2
417,"20200729",0,0,2
418,"20200729",0,0,2
419,"20200729",0,0,19
420,"20200729",0,0,29
421,"20200729",0,0,5
422,"20200729",0,0,2
423,"20200729",0,0,15
424,"20200729",0,0,66
425,"20200729",0,0,65
426,"20200729",0,0,2
427,"20200729",0,0,2
428,"20200729",0,0,2
429,"20200729",0,0,2
430,"20200729",0,0,2
431,"20200729",0,0,2
432,"20200729",0,0,3
433,"20200729",0,0,33
434,"20200729",0,0,5
435,"20200729",0,0,33
436,"20200729",0,0,2
437,"20200729",0,0,3
438,"20200729",0,0,5
439,"20200729",0,0,2
440,"20200729",0,0,2
441,"20200729",0,0,2
442,"20200729",0,0,2
443,"20200729",0,0,2
444,"20200729",0,0,14
445,"20200729",0,0,13
446,"20200729",0,0,8
447,"20200729",0,0,16
448,"20200729",0,0,2
449,"20200729",0,0,2
450,"20200729",0,0,9
451,"20200729",0,0,9
452,"20200729",0,0,3
453,"20200729",0,0,26
454,"20200729",0,0,8
455,"20200729",0,0,4
456,"20200729",0,0,7
457,"20200729",0,0,3
458,"20200729",0,0,11
459,"20200729",0,0,3
460,"20200729",0,0,6
461,"20200729",0,0,2
462,"20200729",0,0,18
463,"20200729",0,0,2
464,"20200729",0,0,2
465,"20200729",0,0,2
466,"20200729",0,0,2
467,"20200729",0,0,5
468,"20200729",0,0,2
469,"20200729",0,0,2
470,"20200729",0,0,2
471,"20200729",0,0,5
472,"20200729",0,0,3
473,"20200729",0,0,6
474,"20200729",0,0,4
475,"20200729",0,0,2
476,"20200729",0,0,6
477,"20200729",0,0,3
478,"20200729",0,0,2
479,"20200729",0,0,3
480,"20200729",0,0,2
481,"20200729",0,0,6
482,"20200729",0,0,26
483,"20200729",0,0,2
484,"20200729",0,0,11
485,"20200729",0,0,2
486,"20200729",0,0,2
487,"20200729",0,0,12
488,"20200729",0,0,14
489,"20200729",0,0,3
490,"20200729",0,0,4
491,"20200729",0,0,22
492,"20200729",0,0,62
493,"20200729",0,0,12
494,"20200729",0,0,2
495,"20200729",0,0,3
496,"20200729",0,0,10
497,"20200729",0,0,96
498,"20200729",0,0,4
499,"20200729",0,0,2
500,"20200729",0,0,26
501,"20200729",0,0,2
502,"20200729",0,0,19
503,"20200729",0,0,21
504,"20200729",0,0,8
505,"20200729",0,0,2
506,"20200729",0,0,5
507,"20200729",0,0,2
508,"20200729",0,0,32
509,"20200729",0,0,13
510,"20200729",0,0,2
511,"20200729",0,0,74
512,"20200729",0,0,2
513,"20200729",0,0,8
514,"20200729",0,0,10
515,"20200729",0,0,7
516,"20200729",0,0,2
517,"20200729",0,0,5
518,"20200729",0,0,5
519,"20200729",0,0,8
520,"20200729",0,0,11
521,"20200729",0,0,62
522,"20200729",0,0,8
523,"20200729",0,0,8
524,"20200729",0,0,17
525,"20200729",0,0,8
526,"20200729",0,0,9
527,"20200729",0,0,8
528,"20200729",0,0,20
529,"20200729",0,0,20
530,"20200729",0,0,23
531,"20200729",0,0,5
532,"20200729",0,0,7
533,"20200729",0,0,32
534,"20200729",0,0,17
535,"20200729",0,0,5
536,"20200729",0,0,29
537,"20200729",0,0,2
538,"20200729",0,0,2
539,"20200729",0,0,2
540,"20200729",0,0,6
541,"20200729",0,0,4
542,"20200729",0,0,12
543,"20200729",0,0,2
544,"20200729",0,0,16
545,"20200729",0,0,2
546,"20200729",0,0,6
547,"20200729",0,0,18
548,"20200729",0,0,24
549,"20200729",0,0,2
550,"20200729",0,0,2
551,"20200729",0,0,2
552,"20200729",0,0,2
553,"20200729",0,0,2
554,"20200729",0,0,2
555,"20200729",0,0,2
556,"20200729",0,0,2
557,"20200729",0,0,58
558,"20200729",0,0,5
559,"20200729",0,0,43
560,"20200729",0,0,2
561,"20200729",0,0,2
562,"20200729",0,0,5
563,"20200729",0,0,14
564,"20200729",0,0,3
565,"20200729",0,0,2
566,"20200729",0,0,2
567,"20200729",0,0,3
568,"20200729",0,0,13
569,"20200729",0,0,10
570,"20200729",0,0,11
571,"20200729",0,0,2
572,"20200729",0,0,5
573,"20200729",0,0,22
574,"20200729",0,0,2
575,"20200729",0,0,2
576,"20200729",0,0,7
577,"20200729",0,0,2
578,"20200729",0,0,2
579,"20200729",0,0,6
580,"20200729",0,0,2
581,"20200729",0,0,25
582,"20200729",0,0,2
583,"20200729",0,0,2
584,"20200729",0,0,20
585,"20200729",0,0,2
586,"20200729",0,0,12
587,"20200729",0,0,72
588,"20200729",0,0,12
589,"20200729",0,0,2
590,"20200729",0,0,2
591,"20200729",0,0,2
592,"20200729",0,0,25
593,"20200729",0,0,8
594,"20200729",0,0,5
595,"20200729",0,0,7
596,"20200729",0,0,13
597,"20200729",0,0,23
598,"20200729",0,0,2
599,"20200729",0,0,12
600,"20200729",0,0,2
601,"20200729",0,0,2
602,"20200729",0,0,2
603,"20200729",0,0,8
604,"20200729",0,0,2
605,"20200729",0,0,2
606,"20200729",0,0,5
607,"20200729",0,0,39
608,"20200729",0,0,2
609,"20200729",0,0,2
610,"20200729",0,0,5
611,"20200729",0,0,2
612,"20200729",0,0,6
613,"20200729",0,0,10
614,"20200729",0,0,17
615,"20200729",0,0,2
616,"20200729",0,0,2
617,"20200729",0,0,2
618,"20200729",0,0,2
619,"20200729",0,0,8
620,"20200729",0,0,8
621,"20200729",0,0,6
622,"20200729",0,0,5
623,"20200729",0,0,2
624,"20200729",0,0,5
625,"20200729",0,0,13
626,"20200729",0,0,2
627,"20200729",0,0,2
628,"20200729",0,0,2
629,"20200729",0,0,21
630,"20200729",0,0,14
631,"20200729",0,0,2
632,"20200729",0,0,2
633,"20200729",0,0,2
634,"20200729",0,0,6
635,"20200729",0,0,15
636,"20200729",0,0,4
637,"20200729",0,0,2
638,"20200729",0,0,8
639,"20200729",0,0,8
640,"20200729",0,0,18
641,"20200729",0,0,5
642,"20200729",0,0,5
643,"20200729",0,0,9
644,"20200729",0,0,5
645,"20200729",0,0,2
646,"20200729",0,0,2
647,"20200729",0,0,12
648,"20200729",0,0,2
649,"20200729",0,0,7
650,"20200729",0,0,9
651,"20200729",0,0,2
652,"20200729",0,0,2
653,"20200729",0,0,8
654,"20200729",0,0,2
655,"20200729",0,0,30
656,"20200729",0,0,2
657,"20200729",0,0,2
658,"20200729",0,0,9
659,"20200729",0,0,3
660,"20200729",0,0,2
661,"20200729",0,0,2
662,"20200729",0,0,2
663,"20200729",0,0,4
664,"20200729",0,0,3
665,"20200729",0,0,2
666,"20200729",0,0,2
667,"20200729",0,0,2
668,"20200729",0,0,5
669,"20200729",0,0,2
670,"20200729",0,0,2
671,"20200729",0,0,2
672,"20200729",0,0,10
673,"20200729",0,0,10
674,"20200729",0,0,4
675,"20200729",0,0,2
676,"20200729",0,0,3
677,"20200729",0,0,2
678,"20200729",0,0,2
679,"20200729",0,0,8
680,"20200729",0,0,8
681,"20200729",0,0,2
682,"20200729",0,0,2
683,"20200729",0,0,2
684,"20200729",0,0,2
685,"20200729",0,0,2
686,"20200729",0,0,2
687,"20200729",0,0,5
688,"20200729",0,0,8
689,"20200729",0,0,4
690,"20200729",0,0,2
691,"20200729",0,0,7
692,"20200729",0,0,2
693,"20200729",0,0,2
694,"20200729",0,0,2
695,"20200729",0,0,12
696,"20200729",0,0,2
697,"20200729",0,0,14
698,"20200729",0,0,2
699,"20200729",0,0,5
700,"20200729",0,0,2
701,"20200729",0,0,2
702,"20200729",0,0,8
703,"20200729",0,0,8
704,"20200729",0,0,2
705,"20200729",0,0,2
706,"20200729",0,0,15
707,"20200729",0,0,12
708,"20200729",0,0,2
709,"20200729",0,0,2
710,"20200729",0,0,4
711,"20200729",0,0,4
712,"20200729",0,0,2
713,"20200729",0,0,2
714,"20200729",0,0,2
715,"20200729",0,0,2
716,"20200729",0,0,7
717,"20200729",0,0,12
718,"20200729",0,0,2
719,"20200729",0,0,2
720,"20200729",0,0,5
721,"20200729",0,0,2
722,"20200729",0,0,2
723,"20200729",0,0,2
724,"20200729",0,0,2
725,"20200729",0,0,2
726,"20200729",0,0,2
727,"20200729",0,0,4
728,"20200729",0,0,3
729,"20200729",0,0,2
730,"20200729",0,0,5
731,"20200729",0,0,9
732,"20200729",0,0,7
733,"20200729",0,0,5
734,"20200729",0,0,5
735,"20200729",0,0,6
736,"20200729",0,0,5
737,"20200729",0,0,15
738,"20200729",0,0,5
739,"20200729",0,0,5
740,"20200729",0,0,5
741,"20200729",0,0,8
742,"20200729",0,0,5
743,"20200729",0,0,5
744,"20200729",0,0,5
745,"20200729",0,0,5
746,"20200729",0,0,5
747,"20200729",0,0,2
748,"20200729",0,0,2
749,"20200729",0,0,23
750,"20200729",0,0,2
751,"20200729",0,0,2
752,"20200729",0,0,8
753,"20200729",0,0,2
754,"20200729",0,0,9
755,"20200729",0,0,12
756,"20200729",0,0,11
757,"20200729",0,0,29
758,"20200729",0,0,6
759,"20200729",0,0,42
760,"20200729",0,0,5
761,"20200729",0,0,5
762,"20200729",0,0,8
763,"20200729",0,0,5
764,"20200729",0,0,5
765,"20200729",0,0,11
766,"20200729",0,0,5
767,"20200729",0,0,5
768,"20200729",0,0,4
769,"20200729",0,0,2
770,"20200729",0,0,5
771,"20200729",0,0,4
772,"20200729",0,0,4
773,"20200729",0,0,2
774,"20200729",0,0,2
775,"20200729",0,0,5
776,"20200729",0,0,2
777,"20200729",0,0,2
778,"20200729",0,0,2
779,"20200729",0,0,19
780,"20200729",0,0,5
781,"20200729",0,0,2
782,"20200729",0,0,7
783,"20200729",0,0,5
784,"20200729",0,0,2
785,"20200729",0,0,6
786,"20200729",0,0,2
787,"20200729",0,0,2
788,"20200729",0,0,2
789,"20200729",0,0,21
790,"20200729",0,0,5
791,"20200729",0,0,2
792,"20200729",0,0,2
793,"20200729",0,0,2
794,"20200729",0,0,2
795,"20200729",0,0,2
796,"20200729",0,0,9
797,"20200729",0,0,2
798,"20200729",0,0,4
799,"20200729",0,0,3
800,"20200729",0,0,2
801,"20200729",0,0,2
802,"20200729",0,0,5
803,"20200729",0,0,2
804,"20200729",0,0,2
805,"20200729",0,0,2
806,"20200729",0,0,10
807,"20200729",0,0,2
808,"20200729",0,0,6
809,"20200729",0,0,6
810,"20200729",0,0,5
811,"20200729",0,0,5
812,"20200729",0,0,8
813,"20200729",0,0,5
814,"20200729",0,0,6
815,"20200729",0,0,5
816,"20200729",0,0,4
817,"20200729",0,0,7
818,"20200729",0,0,10
819,"20200729",0,0,2
820,"20200729",0,0,2
821,"20200729",0,0,4
822,"20200729",0,0,2
823,"20200729",0,0,5
824,"20200729",0,0,2
825,"20200729",0,0,2
826,"20200729",0,0,2
827,"20200729",0,0,2
828,"20200729",0,0,2
829,"20200729",0,0,2
830,"20200729",0,0,2
831,"20200729",0,0,2
832,"20200729",0,0,14
833,"20200729",0,0,11
834,"20200729",0,0,5
835,"20200729",0,0,2
836,"20200729",0,0,2
837,"20200729",0,0,2
838,"20200729",0,0,7
839,"20200729",0,0,5
840,"20200729",0,0,2
841,"20200729",0,0,2
842,"20200729",0,0,2
843,"20200729",0,0,5
844,"20200729",0,0,5
845,"20200729",0,0,2
846,"20200729",0,0,2
847,"20200729",0,0,2
848,"20200729",0,0,2
849,"20200729",0,0,2
850,"20200729",0,0,7
851,"20200729",0,0,2
852,"20200729",0,0,2
853,"20200729",0,0,30
854,"20200729",0,0,11
855,"20200729",0,0,2
856,"20200729",0,0,2
857,"20200729",0,0,7
858,"20200729",0,0,6
859,"20200729",0,0,8
860,"20200729",0,0,5
861,"20200729",0,0,2
862,"20200729",0,0,27
863,"20200729",0,0,2
864,"20200729",0,0,2
865,"20200729",0,0,4
866,"20200729",0,0,5
867,"20200729",0,0,2
868,"20200729",0,0,4
869,"20200729",0,0,11
870,"20200729",0,0,5
871,"20200729",0,0,4
872,"20200729",0,0,2
873,"20200729",0,0,2
874,"20200729",0,0,2
875,"20200729",0,0,2
876,"20200729",0,0,3
877,"20200729",0,0,2
878,"20200729",0,0,2
879,"20200729",0,0,2
880,"20200729",0,0,6
881,"20200729",0,0,3
882,"20200729",0,0,2
883,"20200729",0,0,5
884,"20200729",0,0,5
885,"20200729",0,0,5
886,"20200729",0,0,2
887,"20200729",0,0,4
888,"20200729",0,0,6
889,"20200729",0,0,2
890,"20200729",0,0,31
891,"20200729",0,0,2
892,"20200729",0,0,2
893,"20200729",0,0,2
894,"20200729",0,0,2
895,"20200729",0,0,2
896,"20200729",0,0,2
897,"20200729",0,0,2
898,"20200729",0,0,3
899,"20200729",0,0,2
900,"20200729",0,0,2
901,"20200729",0,0,16
902,"20200729",0,0,2
903,"20200729",0,0,12
904,"20200729",0,0,2
905,"20200729",0,0,3
906,"20200729",0,0,2
907,"20200729",0,0,2
908,"20200729",0,0,2
909,"20200729",0,0,2
910,"20200729",0,0,2
911,"20200729",0,0,2
912,"20200729",0,0,2
913,"20200729",0,0,4
914,"20200729",0,0,2
915,"20200729",0,0,10
916,"20200729",0,0,2
917,"20200729",0,0,2
918,"20200729",0,0,2
919,"20200729",0,0,1
920,"20200729",0,0,1
921,"20200729",0,0,1
922,"20200729",0,0,1
923,"20200729",0,0,3
924,"20200729",0,0,7
925,"20200729",0,0,1
926,"20200729",0,0,3
927,"20200729",0,0,1
928,"20200729",0,0,1
929,"20200729",0,0,1
930,"20200729",0,0,1
931,"20200729",0,0,2
932,"20200729",0,0,2
933,"20200729",0,0,2
934,"20200729",0,0,8
935,"20200729",0,0,2
936,"20200729",0,0,2
937,"20200729",0,0,2
938,"20200729",0,0,4
939,"20200729",0,0,4
